y
9 12
16.494894124651882 1 211.19961125020538
370.6233838304598 2 357.3571437480759
206.9587451181064 2 236.70770365645905
312.3894929644071 0 68.37628730803196
265.04823100965234 2 107.9717806545834
776.457277445748 2 38.97282413422104
742.846879294495 2 182.65145052113542
33.546563558878304 2 319.00074199339525
271.69747555276814 2 159.22346410822607
667.9437756154482 2 437.47491042379454
5.394340318626734 1 489.0615047970073
559.6060952631124 0 194.702264039741
128.19423933119455 2 163.38370800935388
798.4298639344258 1 100.63352168305595
108.39641115027531 0 463.34638741862005
120.14982979175126 0 101.65239233696738
809.5417754405928 2 174.96523484785342
976.4809750687546 0 123.91908090188086
228.72501422130586 2 335.34885387968285
987.0330233012909 0 351.8606362120309
265.36076245638316 2 183.86605288508366
244.7933014363376 0 418.17524142652337
696.5942867556229 0 405.0094463278678
694.380667772442 1 224.1275070170793
67.96793055728567 2 139.99120329646243
93.9451035486687 0 85.59876772196456
660.1996626227253 1 29.827157072417286
726.8316526937274 0 41.316110193189374
559.6258458742498 2 199.99743812973864
324.78816223935416 2 179.34387522789856
865.794228548298 2 27.07478851236178
724.042234965546 0 185.49282047232145
282.3157076206577 0 471.06013853803086
112.76039102346247 2 493.8710263370923
7.409568188762927 1 120.40988093402821
786.4895118238811 2 346.4890686923978
651.2732648661307 1 153.01719498651335
999.6819102699492 0 479.3461354502644
166.85321068068336 2 289.1549064205192
340.41775071729984 0 55.435009253939846
408.9719407519117 2 162.833732003929
141.39485345756663 2 461.5479534868184
861.9799009440726 1 129.25961099708493
362.6059358169518 0 61.56794367021229
536.8319498428862 2 422.8799519785818
616.1910788110587 2 434.23336859866174
435.5592074750747 2 92.23399458331977
767.0389571368758 0 371.47011247719763
387.08283199266714 1 479.1591823718369
529.8978077064976 0 459.3452560157546
742.1428185937623 0 280.95384882744264
557.1663541836406 2 55.73826625224054
86.83097442479504 1 300.6044949054396
613.6014695539845 2 227.43901193506238
807.6849028648601 1 252.257517906279
234.41475850032023 1 32.49622620509363
566.0012753033618 0 315.0860171872721
436.5574682130985 0 17.648485172143292
214.37479287654216 0 243.5803014674034
840.3928158551613 0 403.31734036152716
894.9287550897114 1 363.7148381143232
550.8666739779986 2 289.7804137641898
981.7567217365875 1 260.1557289492289
312.1420177513087 0 142.56074107271743
860.7928216982572 2 127.85154116869252
587.1506347797645 2 89.38884261513613
931.2640782161154 0 337.38955290882245
856.2781340763927 2 220.89833196687937
65.41558451618457 2 436.50176827866
817.531730808094 0 31.63157689711682
209.06592213794173 0 412.9754081889023
758.5968800836871 2 103.17978888935441
393.9226450949885 0 466.2438277791584
10.30663089378059 0 444.8316994215513
464.5899651440202 1 99.0748519169925
775.2597237870331 2 356.2037715062896
463.5150315978954 2 364.50604468987825
116.7080791421623 2 322.6567328125516
475.4793635178783 1 358.97076786091725
497.83185706550836 0 488.6058664851755
102.30618883807752 2 285.84811731508086
46.073542808529936 2 200.5713608497541
798.3045009595902 2 281.75490834829486
644.8581206993197 0 326.3852123752643
472.2404500857047 0 29.633435257043484
465.8538274670283 1 420.7953684995538
545.4651543139519 0 130.03944975867404
381.63524845957045 0 420.60230415162425
261.1397208378852 1 141.05881726345405
749.3555599752005 1 335.56418553032904
316.12360827473094 1 198.12050998799592
769.3604409859937 1 207.37524967421405
206.50765593262966 0 440.0688577964708
137.94560323720484 2 448.63861003666585
573.5074817324082 0 69.61073004380292
514.6756346905689 0 267.41740855129916
198.228323587746 1 398.836139952296
673.645071973328 1 455.5761266650924
139.25950029516 2 406.25465675817264
490.628331126556 2 277.9803405128879
922.3437769450991 0 471.6903201051742
350.0303013958872 0 395.6008066203664
692.1551845656204 1 224.29803961856848
66.56107260981614 0 269.9270131120855
998.8887090856467 2 381.77299226017664
825.9515087179494 0 296.8626292204312
838.6545307654869 0 249.24828073383443
655.2914659658803 2 132.6466466214835
