20 20
562.7275707637593 1 108.49307646112672
245.0341013728242 1 457.4947813268922
791.6152369024953 1 340.8462962223491
858.2685087611441 1 63.956045496500856
236.92833144106075 1 28.786195377574376
869.7619857376261 1 128.8218478947174
190.67244832322137 1 305.0116462726571
358.29492665613515 1 201.64190740678524
81.4088027577935 1 342.411045605146
502.9933971227293 1 151.50170482961744
519.4697010926121 1 224.23863326267957
331.5974932193886 1 235.05932757194813
927.3414827365093 1 25.2665833018208
971.0515666427932 1 453.61761212629824
468.0080867640991 1 425.3485999606065
708.9418056080415 1 206.89617089352785
677.7746741428276 1 175.27955627561477
274.64505668334937 1 315.49346738692566
562.8271162927742 1 46.37164316523684
842.0043040384119 1 491.9437722806685
890.9387255975776 1 490.52525158526976
961.4909725002245 1 173.11352679171716
31.899399088209602 1 351.233163257842
963.9402617866655 1 300.06450431511615
43.16846313991962 1 364.3632991843882
926.0087934400514 1 168.88947402991877
662.7685088558163 1 72.77701704360628
986.744700454726 1 234.08496628420698
118.94166132264029 1 144.4426424043806
120.9695968698894 1 494.02208636717006
153.43028949806614 1 342.49404021986294
796.2705539521002 1 254.5476448761923
168.63595989815815 1 32.09409880609687
522.7106609870797 1 7.951565027458862
131.3560752267209 1 404.8065072102377
774.7208227155659 1 373.24495914020406
120.58972291025394 1 266.6745625273945
21.084713264342025 1 430.5013879498387
366.5805994470508 1 440.91302732718754
129.92146826002949 1 241.8914302503644
829.453408296744 1 32.68523952629548
892.6207178467745 1 32.59081944655923
923.1392854249315 1 230.66056542484444
687.9485757170148 1 209.69180976010276
881.0300264143697 1 263.31322602590376
111.63506227856502 1 326.628585448041
25.649199276027936 1 88.64797118934963
397.1383894094678 1 299.004582981476
394.64010059641765 1 441.8579590756233
511.79272716796385 1 70.22856594312493
293.1605606651544 1 395.3651070371291
426.467723941846 1 183.52344144784587
829.2729887157051 1 377.543462468462
487.88808122212924 1 384.6357139307758
660.7340276513436 1 376.6939948841061
265.2511732660966 1 439.78953402042697
700.4937897635907 1 296.94618000640673
481.9569558933842 1 443.5908707885423
